ESRB_rating,average_user_score,developer,genres,metascore,platform,publisher,release_date,summary,title,url
T,8.3,Sting,"Role-Playing, General, Action RPG, Roguelike",50.0,Wii,Atlus,"Apr  8, 2008","Baroque is a dungeon-crawling action RPG in which you awaken to find the world in ruin, your heart beset with unexplained guilt. A cataclysm has destroyed the cities and empires of men and disfigured the spirit of humanity. In this nightmare, it falls to you to descend a mysterious tower in search of absolution. Battle merciless foes through treacherous dungeons, scour for new items to aid you in your travels, and unlock the secrets of a devastated land. You will find death in the depths, yet learn that death is not the end of the story; in the twisted world of Baroque, it is only the beginning. With its many ever-changing levels, each teeming with perverse monsters and tormented souls, the world of Baroque is a frightening and unforgiving realm. Take part in a unique story progression system in which the end of your life only serves to drive the adventure forward. Each time your character dies, more secrets about the forsaken world are revealed! The player has full control over how he shapes his character and how he plays the game. Find and equip a vast assortment of weapons and items, some with a variety of uses. Acquire powerful stat-boosting parasites and combine them to multiply their potency. Only the resourceful will survive! [Atlus USA]",Baroque,https://www.metacritic.com/game/wii/baroque
M,tbd,Volatile Games,"Action Adventure, Modern",50.0,Xbox,Eidos Interactive,"Oct 24, 2006","Reservoir Dogs is based on the 1992 Quentin Tarantino-directed classic movie about five total strangers who are brought together to carry out a diamond heist. The robbery goes wrong when the alarm is tripped and the cops show up. In the ensuing confusion, four of the robbers make it back to their warehouse rendezvous but it is quickly apparent that one of them is an undercover police officer - but which one? Staying true to the original plot, this intense, third person shooter follows the progress and planning of the famed diamond heist while filling in some of the cliffhanger questions from the film: What happened to Mr. Blue and Mr. Brown? Where did Mr. Pink hide the diamonds? What actually happened at the heist? These questions and more will be answered as the game unfolds and according to the player's tactics. Players get to fill the shoes of each iconic character in the film as they relive the Reservoir Dogs experience complete with the movie's trademark style and wit. The game will also feature the full and original soundtrack from the movie - the super sounds of the seventies brought alive with the thematic ""Little Green Bag"", ""Stuck in the Middle with You"" and more.",Reservoir Dogs,https://www.metacritic.com/game/xbox/reservoir-dogs
E,tbd,Konami,"Sports, Traditional, Tennis",50.0,PlayStation 2,Konami,"Mar 26, 2002",,WTA Tour Tennis,https://www.metacritic.com/game/playstation-2/wta-tour-tennis
T,tbd,Vicarious Visions,"Driving, Racing, Snow / Water",50.0,PlayStation 2,Konami,"Nov 24, 2002","Rip the throttle and feel the power as 900cc's rocket you through the icy tundra and propel you into the sky. Your heart rate will rise and your knuckles will turn white as you experience the blinding speeds of Whiteout, the fastest racing game on one tread. Featuring the top SnoCross athletes in the world, plus a never-before-seen ""Objective-driven"" Arcade Mode, Whiteout is the definitive racing game for the cold-climate connoisseur. [Konami]",Whiteout,https://www.metacritic.com/game/playstation-2/whiteout
M,5.3,Cauldron Ltd.,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",50.0,PlayStation 3,Activision Value,"Nov 19, 2007","Soldier of Fortune Payback evolves the signature gameplay of its predecessors with refined controls, tension-packed warzones, and an enemy damage system that may be shocking to even experienced FPS players.  Boasting more weapons options than any previous Soldier of Fortune installment, Soldier of Fortune Payback's impressive arsenal includes an array of more than 30 weapons including sub-machine guns, assault rifles, sniper rifles, projectile explosives, weapon attachments and cutting-edge tactical weapons. The game features many of players' favorite online multiplayer modes including Deathmatch, Team Deathmatch, Elimination, Team Elimination, Capture the Flag, and Demolition. Additional online options include maps tuned specifically for multiplayer action, persistent stat-tracking throughout the gamer’s online career, and many server settings for custom online play. The storyline reflects the practice of ""outsourcing"" wars. When a routine escort mission goes horribly wrong, freelance mercenary Thomas Mason finds himself battling an insidious enemy that knows no boundaries. Traditional armies can not handle these extremists – only underground guns for hire can fight a war this dirty and get results. [Activision]",Soldier of Fortune: Payback,https://www.metacritic.com/game/playstation-3/soldier-of-fortune-payback
E,tbd,Pyro Studios,"Action, General, General",50.0,PlayStation 3,Sega,"Nov 17, 2009","Planet 51, the white picket-fence world reminiscent of 1950s America is happy, safe and predictable...until the unpredictable happens! Out of the blue, Captain Charles 'Chuck' Baker’s spaceship comes crashing down. Unaware of his surroundings, Chuck begins to realize that he is not alone. Taking refuge while planning his return home, Chuck meets green-skinned local, Lem, and realizes that he may be the real 'alien' after all! Based on the family animated comedy from the writers of Shrek and Shrek 2. Test your skills in a series of action-filled adventures that are out of this world. Try to outrun and outwit the Planet 51 Police and Army, find Chuck’s spaceship and help Chuck return home to Earth. VEHICLES GALORE: Race and chase as you complete tasks and evade the enemy in an incredible array of hover vehicles, ranging from cars, pick-up trucks and bicycles through to taxis, police cars, heavy trucks and even lawnmowers. MAKE NEW FRIENDS: Take control of the main characters from the movie - suave Astronaut Charles ""Chuck"" Baker and his new alien friend 'Lem' -  utilising their special abilities and skills as you complete each mission. With numerous missions, minigames even multiplayer action you’ll get carried away exploring the world of Planet 51. Players relive memorable movie moments as well as discovering new environments and missions created exclusively for the videogame. [Sega]",Planet 51,https://www.metacritic.com/game/playstation-3/planet-51
T,5.5,n-Space,"Role-Playing, Action RPG, Action RPG",50.0,Wii,Activision,"Sep 15, 2009","The ""greatest Super Hero action/RPG of all time"" is back with the world’s largest army of heroes and villains in Marvel: Ultimate Alliance 2. Incorporating elements of the acclaimed Marvel Civil War storyline, the game allows players to choose their side and team up with revered heroes and villains, including Spider-Man, Wolverine, Hulk, Iron Man, Deadpool, Venom, Green Goblin and Captain America. Players can combine characters’ powers and unleash astonishing new attacks. [Activision]",Marvel: Ultimate Alliance 2,https://www.metacritic.com/game/wii/marvel-ultimate-alliance-2
,tbd,Still Games,"Role-Playing, Action RPG",50.0,PC,Still Games,"Oct 12, 2015","The Animal Gods have fallen. Once sacred, they are now husks—haunted beasts lost to toxic fumes from a great bronze industry. Assume the role of Thistle, a small and agile hunter determined to destroy the curse that plagues these creatures. Wield a 17th century BC Bronze Sword... and set the Gods free.",Animal Gods,https://www.metacritic.com/game/pc/animal-gods
M,5.6,High Voltage Software,"Adventure, General",50.0,PlayStation 2,2K Games,"Oct 16, 2006","The first video game based on the hugely popular Family Guy TV show, the Family Guy game will feature the same outrageous humor all the fans know and love. Play through three stories that intersect in typical Family Guy fashion. Play as the loveable Peter, the diabolical Stewie and the charismatic Brian. Visit familiar locations around Quahog and interact with many beloved characters from the show. Funny and unique combination of combat, stealth and puzzle-solving gameplay. Take part in the jokes, parodies and sarcasm as though you were part of the show. [2K games]",Family Guy,https://www.metacritic.com/game/playstation-2/family-guy
E,5.6,"Digital Leisure Inc., Digital Leisure","Action, Adventure, Interactive Movie, General, Arcade",50.0,PC,Digital Leisure Inc.,"Aug 25, 2006","For the first time ever you can experience the stunning visuals of Dragon's Lair in full High Definition video. Using the most sophisticated film transfer technology, this smash hit arcade game can now be played in High Definition and fantastic 5.1 Surround Sound on your computer. Control the actions of Dirk the Daring in this completely arcade authentic HD version. Lead Dirk a valiant knight, on a quest to rescue the fair princess from the clutches of an evil dragon. Fight your way through the castle of a dark wizard who has enchanted it with treacherous monsters and obstacles. [Digital Leisure]",Don Bluth Presents: Dragon's Lair HD,https://www.metacritic.com/game/pc/don-bluth-presents-dragons-lair-hd
M,6.4,Spark Unlimited,"Action, Shooter, Shooter, First-Person, Fantasy, Fantasy, Arcade",50.0,PC,Gamecock Media Group,"Nov 18, 2008","(Also known as ""Legendary: The Box"")  Legendary tells the story of Charles Deckard, an art thief who is duped into stealing Pandora’s Box. When he inadvertently opens it, he releases hordes of beasts thought to be fictional – such as werewolves and gryphons – into an unprepared modern world. A full scale war between man and myth begins, and it is quickly complicated by the actions of powerful secret societies. As the person responsible for releasing this terror, Deckard’s unwittingly become the only person capable of containing it once more and saving civilization from being destroyed by the terrifying creatures. [Gamecock Media]",Legendary,https://www.metacritic.com/game/pc/legendary
